delivery_person_id,first_name,last_name,phone,age,ratings,vehicle_type,vehicle_condition,status,current_latitude,current_longitude,total_deliveries,city
D00241,Chatresh,Nayak,+915297013712,28,4.06,motorcycle,1,On Delivery,12.938149,77.730128,2220,Bengaluru
D00242,Lucky,Sha,+912304120270,33,3.57,motorcycle,2,Available,12.998595,77.578203,955,Bengaluru
D00243,Yatin,Desai,+911669063224,36,4.06,scooter,0,Available,12.960694,77.621112,1079,Bengaluru
D00244,Zayyan,Sidhu,+910340301095,32,4.1,bicycle,2,Offline,12.920911,77.590578,2630,Bengaluru
D00245,Laban,Hans,+917955462347,23,4.13,motorcycle,1,On Delivery,13.030543,77.612722,21,Bengaluru
D00246,Daksh,Narayanan,+911810306831,34,4.37,motorcycle,0,On Delivery,12.951565,77.732276,1745,Bengaluru
D00247,Finn,Shanker,+915712901507,22,4.86,motorcycle,0,On Delivery,12.843105,77.667125,426,Bengaluru
D00248,Kabir,Grewal,+915104584743,45,4.66,motorcycle,0,On Delivery,12.941255,77.705905,111,Bengaluru
D00249,Abhimanyu,Nazareth,+915766947031,37,3.6,motorcycle,0,Offline,12.937805,77.611769,3301,Bengaluru
D00250,Manbir,Hans,+917466621591,36,4.08,motorcycle,0,On Delivery,12.959315,77.501103,1955,Bengaluru
D00251,Gagan,Ravi,+914590110797,41,3.77,motorcycle,1,Available,12.916483,77.643693,3077,Bengaluru
D00252,Tanay,Varma,+918194905315,45,4.5,motorcycle,1,On Delivery,12.948608,77.702338,2065,Bengaluru
D00253,Nihal,Chadha,+916987313797,41,4.65,motorcycle,1,Available,12.990713,77.632705,2289,Bengaluru
D00254,Sai,Chandran,+916123740779,28,3.39,motorcycle,0,On Delivery,12.863105,77.592035,1799,Bengaluru
D00255,George,Dey,+914991970142,33,3.53,electric_scooter,2,Available,12.896237,77.590755,887,Bengaluru
D00256,William,Naik,+918211602041,37,4.14,bicycle,0,Available,13.017839,77.59543,2813,Bengaluru
D00257,Jeet,Ahuja,+919721170889,29,3.34,bicycle,2,Available,12.906537,77.621762,3370,Bengaluru
D00258,Kalpit,Rajagopal,+914482217588,43,3.61,bicycle,2,Offline,12.93042,77.656023,2086,Bengaluru
D00259,Jacob,Sekhon,+914806757123,32,4.63,scooter,1,On Delivery,13.000607,77.548161,384,Bengaluru
D00260,Kiaan,Narayan,+912879429688,24,5.0,motorcycle,1,On Delivery,12.977218,77.488361,2755,Bengaluru
D00261,Matthew,Apte,+911419615607,37,4.65,scooter,0,On Delivery,12.932183,77.528801,2771,Bengaluru
D00262,Kalpit,Parsa,+916517962409,33,4.33,scooter,1,On Delivery,12.898628,77.607865,1551,Bengaluru
D00263,Jacob,Bhatia,+914784217028,30,4.69,motorcycle,0,Available,12.944472,77.583614,1466,Bengaluru
D00264,Daniel,Shroff,+916488208934,37,3.99,motorcycle,2,On Delivery,12.997202,77.614021,2525,Bengaluru
D00265,Mitesh,Dutta,+918799160911,29,4.17,motorcycle,0,On Delivery,12.993613,77.626298,3109,Bengaluru
D00266,Samaksh,Thakkar,+919236133760,30,4.77,motorcycle,0,Available,12.861331,77.602047,1052,Bengaluru
D00267,Nachiket,Dalal,+910254472419,23,3.73,motorcycle,2,Available,12.992452,77.539776,801,Bengaluru
D00268,Manbir,Pillai,+919661771824,39,5.0,motorcycle,2,On Delivery,12.888066,77.60003,2249,Bengaluru
D00269,Indrajit,Kanda,+918214174681,45,4.57,motorcycle,1,On Delivery,12.979157,77.647879,1625,Bengaluru
D00270,Ekalinga,Sridhar,+916989396987,29,3.79,bicycle,1,On Delivery,12.953161,77.703501,2830,Bengaluru
D00271,Faraj,Sha,+910119292075,27,5.0,scooter,1,Offline,12.904693,77.642434,192,Bengaluru
D00272,Rachit,Sagar,+916039886365,27,4.08,motorcycle,2,On Delivery,12.987636,77.566679,419,Bengaluru
D00273,Warinder,Yogi,+910009942489,28,3.8,motorcycle,1,Offline,12.864571,77.679706,1546,Bengaluru
D00274,Ikbal,Kota,+918966760564,25,3.91,motorcycle,1,Available,13.019607,77.705921,1501,Bengaluru
D00275,Banjeet,Vora,+914533890623,45,4.71,motorcycle,1,Offline,12.935851,77.540397,3218,Bengaluru
D00276,Udant,Wable,+916540165995,27,3.79,bicycle,0,On Delivery,12.944972,77.571173,2775,Bengaluru
D00277,Pratyush,Brahmbhatt,+917677462591,32,4.39,motorcycle,0,Available,13.086911,77.58377,2914,Bengaluru
D00278,Daksh,Bhatia,+918488600801,35,4.57,scooter,1,On Delivery,12.953492,77.766329,2035,Bengaluru
D00279,Zayyan,Jain,+915704726426,22,4.51,motorcycle,0,Offline,12.946014,77.653685,229,Bengaluru
D00280,Falan,Gala,+917536596807,37,4.8,motorcycle,2,Available,12.91775,77.599252,1094,Bengaluru
D00281,Nihal,Venkatesh,+913854540064,29,3.84,scooter,1,On Delivery,12.848393,77.671717,1396,Bengaluru
D00282,Timothy,Dada,+911123274897,41,3.52,bicycle,2,On Delivery,12.857226,77.583472,357,Bengaluru
D00283,Harshil,Suresh,+914272038862,22,4.23,electric_scooter,1,On Delivery,13.033336,77.607942,2693,Bengaluru
D00284,Chakradev,Uppal,+919630453069,45,3.83,bicycle,1,On Delivery,12.943331,77.652572,2070,Bengaluru
D00285,Udant,Bhakta,+914001816778,29,4.02,motorcycle,0,On Delivery,12.921471,77.599552,1424,Bengaluru
D00286,Utkarsh,Deo,+915446083851,35,4.52,scooter,0,On Delivery,12.898954,77.573376,3222,Bengaluru
D00287,Sarthak,Shan,+915391287884,37,3.56,scooter,2,On Delivery,12.945186,77.644371,1753,Bengaluru
D00288,Ayush,Shere,+919045792714,34,3.31,scooter,1,Available,12.987908,77.612056,159,Bengaluru
D00289,Mitesh,Bains,+914242383972,36,2.95,motorcycle,2,On Delivery,12.926074,77.65836,628,Bengaluru
D00290,Rudra,Kumar,+917062932880,42,3.88,scooter,0,Available,12.989213,77.756281,506,Bengaluru
D00291,Aarav,Kamdar,+910186766100,36,4.33,electric_scooter,2,On Delivery,12.991049,77.621396,2296,Bengaluru
D00292,Balhaar,Bath,+910814356140,43,5.0,motorcycle,2,Available,13.004234,77.689949,1317,Bengaluru
D00293,Siddharth,Padmanabhan,+917468235469,30,3.49,electric_scooter,0,Available,12.947859,77.730636,823,Bengaluru
D00294,Azad,Bhasin,+916205459671,30,3.75,motorcycle,2,Available,12.882324,77.576276,1782,Bengaluru
D00295,Bakhshi,Sodhi,+916541134078,30,5.0,motorcycle,2,On Delivery,13.000597,77.685247,2432,Bengaluru
D00296,Amol,Mangat,+918905836683,29,4.69,scooter,1,On Delivery,12.936597,77.674177,2334,Bengaluru
D00297,Samarth,Gole,+918386888917,36,3.51,bicycle,2,On Delivery,12.991673,77.587372,3211,Bengaluru
D00298,Ekansh,Salvi,+919625719760,42,3.65,scooter,0,Available,12.958506,77.600925,366,Bengaluru
D00299,Rachit,Raja,+918982604180,44,4.75,bicycle,2,Available,12.928065,77.591862,580,Bengaluru
D00300,Udarsh,Purohit,+918517774127,29,4.16,motorcycle,0,On Delivery,12.922959,77.633348,405,Bengaluru
D00301,Raghav,Buch,+919962642229,35,3.82,motorcycle,2,Available,12.967819,77.652091,228,Bengaluru
D00302,Ekalinga,Pall,+914542185457,21,4.07,motorcycle,2,Available,12.911766,77.635437,3470,Bengaluru
D00303,Daniel,Gokhale,+919001635640,34,3.57,motorcycle,0,Available,12.972461,77.614783,1935,Bengaluru
D00304,Ronith,Wadhwa,+919540017882,25,4.9,scooter,2,On Delivery,12.907924,77.599982,379,Bengaluru
D00305,Devansh,Kapoor,+915071058011,38,4.78,motorcycle,0,On Delivery,12.950547,77.5667,3466,Bengaluru
D00306,Aarav,Bajaj,+911526105370,38,3.98,motorcycle,0,Available,13.051236,77.581368,300,Bengaluru
D00307,Manthan,Sheth,+911894854329,36,4.77,motorcycle,2,On Delivery,13.104246,77.603519,883,Bengaluru
D00308,Simon,Wali,+914716198273,45,4.22,motorcycle,2,Available,13.094285,77.600107,3166,Bengaluru
D00309,Ranveer,Karpe,+918963217435,34,4.06,motorcycle,0,Available,12.882338,77.577021,630,Bengaluru
D00310,Jatin,Sharma,+914860673983,42,4.45,bicycle,1,Offline,13.101698,77.592525,2071,Bengaluru
D00311,Oscar,Dubey,+914628055077,28,4.05,scooter,1,Available,12.918486,77.628807,2549,Bengaluru
D00312,Lakshit,Gulati,+916239209085,44,4.53,motorcycle,0,On Delivery,12.984298,77.550569,2876,Bengaluru
D00313,Daksh,Balay,+911117861902,30,3.35,electric_scooter,2,Offline,12.849125,77.683643,2803,Bengaluru
D00314,Shaurya,Babu,+912069535412,20,3.58,electric_scooter,2,Available,12.924759,77.582908,1802,Bengaluru
D00315,Jai,Jhaveri,+910260151532,31,3.4,bicycle,2,On Delivery,13.001597,77.572004,2419,Bengaluru
D00316,Bahadurjit,Chaudhuri,+915074071732,34,5.0,scooter,0,Offline,12.923306,77.691024,2911,Bengaluru
D00317,Anay,Sekhon,+911006493403,42,4.56,electric_scooter,0,Available,12.874995,77.590246,1436,Bengaluru
D00318,Arjun,Konda,+916089411849,23,4.26,bicycle,2,Available,12.948308,77.598931,2530,Bengaluru
D00319,Anthony,Ratti,+913595205610,21,3.66,motorcycle,1,On Delivery,12.991276,77.638094,2375,Bengaluru
D00320,Theodore,Kaur,+916801867740,44,4.85,scooter,0,Offline,12.940965,77.620411,2061,Bengaluru
D00321,Ikbal,Bhalla,+913944953006,35,4.47,motorcycle,0,Available,12.933476,77.660412,42,Bengaluru
D00322,Ekaraj,Thakur,+910173654262,29,3.98,motorcycle,2,Available,12.903027,77.604018,2394,Bengaluru
D00323,Maanav,Kaur,+913345110090,40,3.42,electric_scooter,1,On Delivery,12.983509,77.64726,200,Bengaluru
D00324,Nathaniel,Nagi,+918868430211,32,3.82,motorcycle,0,On Delivery,12.992871,77.573188,2534,Bengaluru
D00325,Jagat,Mittal,+917598875921,25,5.0,scooter,2,On Delivery,12.926464,77.631634,1286,Bengaluru
D00326,Ekbal,Verma,+913620275582,22,3.9,motorcycle,1,Offline,12.90361,77.572438,2856,Bengaluru
D00327,Indrajit,Sachdev,+912380236219,43,4.88,scooter,0,Available,12.960643,77.635993,2158,Bengaluru
D00328,Mason,Maharaj,+910591611863,37,4.79,motorcycle,2,On Delivery,12.97069,77.766294,3001,Bengaluru
D00329,Azaan,Gill,+912168800537,37,2.89,scooter,2,On Delivery,13.002029,77.603759,894,Bengaluru
D00330,Tanay,Tandon,+912897284540,41,4.5,motorcycle,2,Available,12.9135,77.633918,2968,Bengaluru
D00331,Arjun,Padmanabhan,+914823220414,28,4.35,motorcycle,1,On Delivery,12.970371,77.485049,3004,Bengaluru
D00332,Rayaan,Vohra,+911165993020,24,4.51,motorcycle,0,Offline,12.947782,77.59821,1144,Bengaluru
D00333,Nathaniel,Saha,+917521353028,22,4.74,motorcycle,0,On Delivery,12.904335,77.607661,1631,Bengaluru
D00334,Samarth,Dixit,+910593777569,23,4.78,scooter,0,Available,12.896715,77.629474,300,Bengaluru
D00335,Mason,Puri,+911746902983,23,3.78,bicycle,0,Available,12.985917,77.680976,3459,Bengaluru
D00336,George,Yogi,+919662291316,35,3.9,motorcycle,0,Available,12.873048,77.586636,2292,Bengaluru
D00337,Warjas,Khosla,+910636219865,31,4.69,motorcycle,2,Available,13.021854,77.564407,3135,Bengaluru
D00338,Isaiah,Mital,+916634933965,20,4.11,motorcycle,2,Available,12.91772,77.656847,1868,Bengaluru
D00339,Ekbal,Sheth,+911142436258,42,4.89,motorcycle,2,Available,12.901779,77.596858,2791,Bengaluru
D00340,Ayush,Sachar,+910879919623,43,4.97,motorcycle,2,Available,12.875406,77.692049,2470,Bengaluru
D00341,Sathvik,Wagle,+913247250583,27,4.34,motorcycle,0,Offline,12.994108,77.591547,152,Bengaluru
D00342,Ekalinga,Rama,+915876054576,42,4.63,scooter,1,On Delivery,12.886135,77.602047,3270,Bengaluru
D00343,Jairaj,Kumer,+915353659746,32,3.92,bicycle,2,On Delivery,13.031855,77.605484,1575,Bengaluru
D00344,Harsh,Narayanan,+912125450809,30,2.7,bicycle,2,Offline,12.908836,77.655138,1264,Bengaluru
D00345,Balveer,Sengupta,+915596647213,20,4.24,motorcycle,1,Available,12.844902,77.680268,1517,Bengaluru
D00346,Qasim,Chanda,+914261404893,27,3.53,scooter,0,Offline,12.979996,77.524492,3354,Bengaluru
D00347,Girish,Behl,+910796373100,37,3.91,scooter,2,Available,12.96184,77.742569,2184,Bengaluru
D00348,Krish,Purohit,+911158718452,26,4.94,motorcycle,2,Available,13.01989,77.553384,731,Bengaluru
D00349,Anmol,Bora,+917017320865,43,3.82,electric_scooter,0,Offline,13.116067,77.596519,1905,Bengaluru
D00350,Girindra,Kalla,+915633701400,44,4.3,scooter,1,On Delivery,13.021082,77.594199,3342,Bengaluru
D00351,Wriddhish,Joshi,+918000272214,25,4.63,motorcycle,2,On Delivery,13.053097,77.579515,808,Bengaluru
D00352,Ojas,Mitter,+913913681720,26,3.99,motorcycle,1,On Delivery,12.966817,77.754069,1447,Bengaluru
D00353,Abhimanyu,Kakar,+919297352595,41,4.56,scooter,0,Available,12.882667,77.629923,627,Bengaluru
D00354,Girish,Dalal,+913938992045,35,4.91,scooter,0,On Delivery,12.965829,77.725487,933,Bengaluru
D00355,Wriddhish,Kibe,+917610870826,39,2.86,motorcycle,0,On Delivery,12.919865,77.580873,3315,Bengaluru
D00356,Harsh,Ranganathan,+910107126158,27,4.14,electric_scooter,2,On Delivery,12.920991,77.571196,2599,Bengaluru
D00357,Jagdish,Nagy,+916484673574,24,3.31,motorcycle,0,Offline,12.916043,77.601746,635,Bengaluru
D00358,Lohit,Rai,+918019442589,24,4.24,scooter,2,Offline,12.948891,77.600586,2595,Bengaluru
D00359,Viraj,Walla,+919535063731,40,3.8,motorcycle,0,Available,12.894946,77.601534,2810,Bengaluru
D00360,Praneel,Morar,+910753841852,20,4.47,electric_scooter,0,Available,12.916631,77.559907,1588,Bengaluru
D00361,Kalpit,Parsa,+913975615470,31,4.36,motorcycle,2,Available,12.903852,77.565493,723,Bengaluru
D00362,Yuvraj,Shukla,+916411955640,38,3.48,bicycle,0,On Delivery,12.964488,77.707631,1549,Bengaluru
D00363,Chandran,Singh,+912070204262,41,3.64,motorcycle,2,Offline,13.006191,77.604637,2042,Bengaluru
D00364,Nathaniel,Jani,+912413936967,37,4.38,scooter,1,On Delivery,12.955238,77.756365,2329,Bengaluru
D00365,Qasim,Munshi,+913192276075,42,3.25,scooter,2,On Delivery,12.860383,77.669568,1956,Bengaluru
D00366,Samuel,Bath,+913943191654,26,4.67,motorcycle,2,On Delivery,12.959888,77.706997,3227,Bengaluru
D00367,Indrajit,Dhingra,+911915057644,38,4.31,scooter,1,On Delivery,12.992277,77.588268,2922,Bengaluru
D00368,Abhiram,Lal,+918764486764,38,4.31,motorcycle,1,Offline,12.958448,77.637635,374,Bengaluru
D00369,Sathvik,Merchant,+910450063553,35,3.76,motorcycle,2,On Delivery,13.113149,77.591726,1125,Bengaluru
D00370,Faraj,Hayre,+917711952963,30,4.83,motorcycle,2,Available,12.983865,77.588459,1918,Bengaluru
D00371,Nitesh,Karpe,+917636431594,36,4.67,scooter,2,On Delivery,12.851718,77.59032,3137,Bengaluru
D00372,Ranveer,Korpal,+914663454434,42,4.59,motorcycle,0,On Delivery,12.994669,77.549947,1260,Bengaluru
D00373,Zaid,Nazareth,+919344974394,33,3.9,motorcycle,2,On Delivery,12.960452,77.622475,3437,Bengaluru
D00374,Kabir,Suresh,+913095862973,38,3.97,scooter,2,On Delivery,13.012984,77.681353,2149,Bengaluru
D00375,Yatan,Sharma,+910972021707,30,4.2,motorcycle,2,Available,13.001125,77.591784,1185,Bengaluru
D00376,Frado,Pandey,+915792203004,28,4.43,scooter,1,Available,12.96649,77.709412,272,Bengaluru
D00377,Frado,Dey,+915121375658,42,4.31,scooter,0,Available,12.939741,77.572738,1391,Bengaluru
D00378,Yash,Gour,+910861993145,37,4.24,motorcycle,1,On Delivery,12.965202,77.711754,1634,Bengaluru
D00379,Ayushman,Viswanathan,+910342362203,26,4.78,motorcycle,1,Available,12.931451,77.557699,1675,Bengaluru
D00380,Anay,Borde,+913796868008,45,3.95,electric_scooter,2,Available,12.922841,77.590849,2909,Bengaluru
D00381,Arjun,Ahuja,+912177417430,29,4.23,motorcycle,1,Available,12.933563,77.575023,945,Bengaluru
D00382,Samuel,Devan,+910228946652,34,2.94,scooter,2,Offline,12.972658,77.652089,3117,Bengaluru
D00383,Jack,Bir,+913020256913,26,4.9,electric_scooter,0,Available,12.895759,77.568539,818,Bengaluru
D00384,Faqid,Andra,+911675076279,39,4.17,motorcycle,1,Available,12.922032,77.673039,3075,Bengaluru
D00385,Ikbal,Tiwari,+912398472303,28,4.25,scooter,0,Available,12.965342,77.64647,2222,Bengaluru
D00386,Vedant,Prakash,+919017222405,21,4.4,motorcycle,2,On Delivery,12.838238,77.694862,3415,Bengaluru
D00387,Ayushman,Subramanian,+917754619924,21,4.04,motorcycle,2,On Delivery,12.932122,77.677259,2208,Bengaluru
D00388,Yagnesh,Babu,+912581225909,45,2.95,scooter,1,Available,13.021963,77.604106,2196,Bengaluru
D00389,Aarush,Wali,+913733791212,22,4.16,motorcycle,0,Available,12.848404,77.693594,1885,Bengaluru
D00390,Samesh,Arora,+918690170740,45,3.92,scooter,0,On Delivery,12.843079,77.694476,1453,Bengaluru
D00391,Abhiram,Wagle,+919517122276,43,4.19,motorcycle,0,On Delivery,12.97331,77.754677,754,Bengaluru
D00392,Laksh,Wason,+912216265496,26,4.67,electric_scooter,2,On Delivery,12.888659,77.597486,2845,Bengaluru
D00393,Luke,Badal,+910488789950,28,4.09,motorcycle,0,Available,12.973558,77.626794,1542,Bengaluru
D00394,Zayan,Sani,+915195377492,32,4.61,motorcycle,2,Available,12.982925,77.630338,2458,Bengaluru
D00395,Gaurav,Chhabra,+917522592061,32,4.65,motorcycle,0,Available,12.864061,77.584927,2486,Bengaluru
D00396,Chanakya,Viswanathan,+912294115630,24,5.0,scooter,1,On Delivery,12.911911,77.578555,2881,Bengaluru
D00397,Falan,Khosla,+912629420661,30,3.42,scooter,2,On Delivery,12.982889,77.598436,2657,Bengaluru
D00398,Gopal,Vyas,+913138004983,42,4.38,electric_scooter,0,On Delivery,13.007049,77.678384,352,Bengaluru
D00399,Jonathan,Pandya,+915481582686,37,4.61,motorcycle,1,Available,12.92182,77.566974,44,Bengaluru
D00400,Kiaan,Ranganathan,+915488064420,21,3.43,scooter,0,On Delivery,12.980343,77.734289,2068,Bengaluru
D00401,Balveer,Prakash,+915664641962,26,4.21,motorcycle,0,Available,12.92329,77.547777,587,Bengaluru
D00402,Samaksh,Sharaf,+912132041042,39,4.63,motorcycle,0,On Delivery,12.913706,77.631247,471,Bengaluru
D00403,Jairaj,Kara,+911179726999,39,4.76,motorcycle,2,On Delivery,12.84921,77.694506,2679,Bengaluru
D00404,Mason,Buch,+918003666020,21,3.88,motorcycle,0,On Delivery,12.908347,77.571166,2218,Bengaluru
D00405,Amol,Chander,+910524383805,37,4.23,scooter,1,On Delivery,12.977936,77.551841,2532,Bengaluru
D00406,Samaksh,Raghavan,+919007686276,27,4.17,electric_scooter,0,On Delivery,12.914199,77.585782,857,Bengaluru
D00407,Ranbir,Soni,+913761851862,32,4.51,motorcycle,0,On Delivery,12.865777,77.682015,1258,Bengaluru
D00408,Ayaan,Andra,+913282339218,36,2.97,scooter,0,Available,12.955646,77.523926,775,Bengaluru
D00409,Frederick,Butala,+910677610659,25,4.72,motorcycle,2,On Delivery,13.045287,77.606133,2689,Bengaluru
D00410,Zaid,Saraf,+912797617815,38,4.42,motorcycle,2,On Delivery,12.915594,77.658402,2226,Bengaluru
D00411,Noah,Chandran,+912665686295,38,4.53,electric_scooter,0,Available,12.888456,77.62533,846,Bengaluru
D00412,Ansh,Karpe,+912553946074,24,4.88,scooter,2,Available,12.84457,77.680727,1108,Bengaluru
D00413,Hitesh,Soman,+914179967080,37,3.63,scooter,1,Available,12.957107,77.723493,2794,Bengaluru
D00414,Krishna,Batra,+919946418398,29,4.55,motorcycle,1,Available,12.915796,77.540878,3446,Bengaluru
D00415,Baljiwan,Mand,+918816498044,30,4.42,motorcycle,2,Available,13.03656,77.602197,2631,Bengaluru
D00416,Amol,Gola,+915210262706,32,4.98,motorcycle,2,Offline,12.873648,77.701634,84,Bengaluru
D00417,Nakul,Babu,+913088983057,29,4.19,scooter,2,On Delivery,12.948066,77.640086,2544,Bengaluru
D00418,Hemang,Dhawan,+911856302750,21,4.81,motorcycle,0,On Delivery,12.985076,77.610176,2959,Bengaluru
D00419,Rushil,Bose,+919530564184,44,3.36,scooter,1,Offline,12.952991,77.570932,2733,Bengaluru
D00420,Mason,Gaba,+918701872600,23,3.65,scooter,0,On Delivery,12.83718,77.679779,2827,Bengaluru
D00421,Jai,Ramachandran,+914299067456,37,3.85,electric_scooter,1,On Delivery,12.951704,77.740755,1542,Bengaluru
D00422,Noah,Rajagopalan,+912215599672,30,5.0,bicycle,0,Available,12.899835,77.564745,750,Bengaluru
D00423,Ekaraj,Brar,+914704747648,29,4.35,scooter,1,Available,12.97416,77.743171,922,Bengaluru
D00424,Zashil,Pal,+913835071245,43,4.89,motorcycle,0,Available,12.973083,77.606529,3405,Bengaluru
D00425,Avi,Chaudhari,+911173277264,37,3.62,scooter,2,Available,12.957854,77.629341,1429,Bengaluru
D00426,Tejas,Kata,+918522942525,23,4.65,motorcycle,2,Available,12.953739,77.645704,1518,Bengaluru
D00427,Baljiwan,Oak,+910549147744,35,4.12,motorcycle,1,On Delivery,12.958961,77.602362,1470,Bengaluru
D00428,Rushil,Narain,+918417159497,26,4.34,motorcycle,2,Available,12.956946,77.502534,1375,Bengaluru
D00429,Alexander,Mahajan,+913611338926,21,4.24,motorcycle,2,On Delivery,12.958633,77.698773,727,Bengaluru
D00430,Umang,Swaminathan,+917873048625,41,4.45,motorcycle,0,Available,12.943633,77.650476,2842,Bengaluru
D00431,Ishaan,Parekh,+913780189156,41,4.3,motorcycle,1,Available,12.836244,77.690269,1572,Bengaluru
D00432,Raghav,Sankaran,+916296914336,24,4.63,scooter,2,Available,12.909105,77.545968,1550,Bengaluru
D00433,Girik,Rai,+919990010898,30,4.34,motorcycle,2,Available,12.969855,77.70338,968,Bengaluru
D00434,Brijesh,Merchant,+911896844246,28,4.11,scooter,2,On Delivery,13.013355,77.681049,1228,Bengaluru
D00435,Jatin,Borah,+919572857595,44,3.81,motorcycle,2,On Delivery,12.985643,77.635738,3461,Bengaluru
D00436,Benjamin,Loyal,+917978912488,26,3.5,scooter,1,Offline,12.968854,77.586738,1902,Bengaluru
D00437,Faraj,Rai,+914514367286,36,3.11,motorcycle,0,On Delivery,12.952249,77.634525,2624,Bengaluru
D00438,Faraj,Ramachandran,+916811939781,28,4.0,bicycle,1,On Delivery,12.923597,77.624611,3373,Bengaluru
D00439,Nathan,Patel,+919217790552,37,5.0,electric_scooter,1,On Delivery,12.944716,77.629188,915,Bengaluru
D00440,Chatresh,Chand,+915880705326,20,3.55,scooter,0,Available,12.986677,77.580862,997,Bengaluru
D00441,Aarnav,Morar,+919742551360,38,4.36,motorcycle,2,Available,12.969993,77.590945,2201,Bengaluru
D00442,Tristan,Parsa,+910450243736,22,4.0,electric_scooter,2,On Delivery,12.984023,77.758587,2184,Bengaluru
D00443,Krishna,Chaudry,+913589693353,45,4.54,scooter,2,Available,12.913826,77.557101,1377,Bengaluru
D00444,Dominic,Chahal,+916154731566,27,4.61,scooter,2,Available,12.95377,77.653653,1430,Bengaluru
D00445,Girik,Sankar,+910283772702,37,3.61,scooter,2,Available,12.95385,77.741507,29,Bengaluru
D00446,Udarsh,Vala,+918164416101,39,4.67,bicycle,1,Offline,13.006765,77.547799,1334,Bengaluru
D00447,Samar,Chauhan,+914640510388,20,4.69,motorcycle,0,Available,12.973766,77.70629,594,Bengaluru
D00448,Agastya,Chakraborty,+918144471893,38,3.69,motorcycle,0,Offline,12.922388,77.543689,2366,Bengaluru
